id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
9432,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,mohiclaire,,2,,,RT @MichaelDinoff: #GOPDebates #ClownCircus Its always a Circus with these clowns!! http://t.co/89wRJDv1dl,,06/08/2015 20:27,6.29E+17,almost at the beach...,Pacific Time (US & Canada)
9433,Ben Carson,0.6846,yes,1,Positive,1,None of the above,0.6846,,Realmen_r_free,,0,,,@RealBenCarson and @SenTedCruz 2016 #C2 #Csquared America can be great again! @gop #GOPDebates,,06/08/2015 20:27,6.29E+17,,
9434,No candidate mentioned,0.4171,yes,0.6458,Negative,0.6458,None of the above,0.4171,,rockbridge2008,,4,,,"RT @LemonMeringue19: Intelligence, class and charm are no longer requirements for the presidency, I guess. #GOPDebates",,06/08/2015 20:27,6.29E+17,USA,Pacific Time (US & Canada)
9435,Donald Trump,1,yes,1,Neutral,0.3646,None of the above,0.6979,,msgoddessrises,,0,,,I was RIGHT! I should be an independent political strategist! #Trump failing #Fox focus poll! #Kasich is moving up! #GOPDebates,,06/08/2015 20:27,6.29E+17,Viva Las Vegas NV.,Pacific Time (US & Canada)
9436,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,laa6812,,157,,,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",,06/08/2015 20:27,6.29E+17,,
9437,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,CaConservative_,,155,,,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,,06/08/2015 20:27,6.29E+17,CA,America/Los_Angeles
9438,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,innatevalue,,64,,,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",,06/08/2015 20:27,6.29E+17,,Eastern Time (US & Canada)
9439,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,Gub4Thrive,,64,,,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",,06/08/2015 20:26,6.29E+17,"Kansas City, MO",Central Time (US & Canada)
9440,,0.2319,yes,0.6344,Neutral,0.3441,Immigration,0.4025,,Moliscoolsville,,59,,,"RT @DougBenson: ""I'll stop illegal immigration by closing all the bridges."" -C crispie #GOPDebates",,06/08/2015 20:26,6.29E+17,"Peekskill, New York",Central Time (US & Canada)
9441,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,frgrab_frank,,43,,,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,,06/08/2015 20:26,6.29E+17,America,
9442,Ted Cruz,1,yes,1,Negative,0.6703,Religion,0.6813,,RockinRita03,,15,,,"RT @SalMasekela: Senator Cruz, any word from God? Just spit out my tequila. Damn you Megyn Kelly, it was the expensive kind. #GOPDebates",,06/08/2015 20:26,6.29E+17,"Cherry Hill, NJ",Eastern Time (US & Canada)
9443,No candidate mentioned,0.4589,yes,0.6774,Negative,0.6774,FOX News or Moderators,0.2331,,djgslr,,9,,,RT @theyentareport: What? You want to know if any of the candidates hear strange voices in their head?  #mentalhealth #gopdebates http://t.…,,06/08/2015 20:26,6.29E+17,,Eastern Time (US & Canada)
9444,No candidate mentioned,1,yes,1,Neutral,0.3667,FOX News or Moderators,0.6333,,FoxNewsMom,,4,,,"I'm psychic.

#GOPDebates http://t.co/WxAF0QVhI5",,06/08/2015 20:26,6.29E+17,"Carlsbad, CA",Pacific Time (US & Canada)
9445,No candidate mentioned,1,yes,1,Negative,0.6522,None of the above,1,,goforgold80s,,14,,,RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw,,06/08/2015 20:26,6.29E+17,batmania southern land,Hawaii
9446,Marco Rubio,1,yes,1,Negative,1,None of the above,1,,SOUTHERNjamespb,,5,,,"RT @SupermanHotMale: Dear Marco Rubio, just shut the fuck up, you are neither entertaining or wise. #GopDebates",,06/08/2015 20:26,6.29E+17,"Georgia, United States",Eastern Time (US & Canada)
9447,No candidate mentioned,1,yes,1,Negative,0.6735,FOX News or Moderators,0.696,,American__Betty,,0,,,First debate seems to have had better moderators and Carly. Sorry I missed it. #GOPDebates,,06/08/2015 20:26,6.29E+17,Sanity & Common Sense,Eastern Time (US & Canada)
9448,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.6774,,LedbetterJo,,64,,,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",,06/08/2015 20:26,6.29E+17,,
9449,Ben Carson,0.3989,yes,0.6316,Positive,0.3474,,0.2327,,maatopdogg,,10,,,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.",,06/08/2015 20:25,6.29E+17,,
9450,Chris Christie,1,yes,1,Negative,1,None of the above,0.6667,,turnermelodie12,,7,,,RT @jsc1835: Chris Christie - You want to increase our military troops?  While the GOP in Congress vote AGAINST veterans...  #GOPDebates,,06/08/2015 20:25,6.29E+17,columbus ohio,
9451,Jeb Bush,0.4102,yes,0.6404,Negative,0.6404,None of the above,0.4102,,Ic206Bones,,18,,,"RT @SupermanHotMale: I lived here in Florida for 8 years under Jeb w bush and I swear, no more... #GopDebates",,06/08/2015 20:25,6.29E+17,,America/Detroit
9452,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,T_A_Whitney,,132,,,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,,06/08/2015 20:25,6.29E+17,"Currently residing on Earth 2, but pre-Crisis on Infinite Earths Earth 2, not New 52 Earth 2",
9453,John Kasich,1,yes,1,Positive,0.7,None of the above,1,,KoralMae,,0,,,"Wow, I think John Kasich is an actual real candidate. If he keeps talking sense, he will NEVER win the primary. #GOPDebate #GOPDebates",,06/08/2015 20:25,6.29E+17,Nearly Alone on Planet Earth,Pacific Time (US & Canada)
9454,No candidate mentioned,0.4133,yes,0.6429,Negative,0.6429,None of the above,0.4133,,NCcouple711,,64,,,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",,06/08/2015 20:25,6.29E+17,"Charlotte,NC ",
9455,No candidate mentioned,0.4827,yes,0.6947,Neutral,0.3474,None of the above,0.2413,,s_soliz,,0,,,Ack! Did the #GOPDebates break Time Warner? The cables out!!!! Missing Jon Stewart!!!!!!!!,,06/08/2015 20:25,6.29E+17,"Dallas, Tx",Central Time (US & Canada)
9456,No candidate mentioned,1,yes,1,Neutral,0.6522,FOX News or Moderators,0.6739,,peggyguthridge,,120,,,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,,06/08/2015 20:25,6.29E+17,Northern Alabama ♥️ USA,Central Time (US & Canada)
9457,Donald Trump,0.4025,yes,0.6344,Negative,0.6344,FOX News or Moderators,0.4025,,bjohnson1436,,71,,,RT @RWSurferGirl: These debates will raise @realDonaldTrump 's ratings because Fox News is afraid of Trump and it shows. #GOPDebate #GOPDeb…,,06/08/2015 20:25,6.29E+17,,Central Time (US & Canada)
9458,No candidate mentioned,1,yes,1,Negative,0.6667,None of the above,0.6782,,stoneman67,,64,,,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",,06/08/2015 20:25,6.29E+17,MOΛΩN ΛABE,
9459,No candidate mentioned,0.4916,yes,0.7011,Neutral,0.7011,None of the above,0.4916,,MissMaryv,,9,,,RT @theyentareport: What? You want to know if any of the candidates hear strange voices in their head?  #mentalhealth #gopdebates http://t.…,,06/08/2015 20:25,6.29E+17,"Helena, MT",
9460,Donald Trump,1,yes,1,Negative,0.6458,FOX News or Moderators,0.6562,,oblock300pooh,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,,06/08/2015 20:25,6.29E+17,milwaukee,
9461,No candidate mentioned,0.4181,yes,0.6466,Negative,0.6466,FOX News or Moderators,0.4181,,Scattermae777M,,120,,,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,,06/08/2015 20:25,6.29E+17,,
9462,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,0.6966,,bobby990r_1,,64,,,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",,06/08/2015 20:25,6.29E+17,,
9463,Donald Trump,0.4247,yes,0.6517,Neutral,0.3371,,0.227,,jhog667,,11,,,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer …",,06/08/2015 20:25,6.29E+17,California,Alaska
9464,No candidate mentioned,1,yes,1,Negative,0.6526,None of the above,1,,RNROklahoma,,43,,,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,,06/08/2015 20:25,6.29E+17,The Sooner State ,Mountain Time (US & Canada)
9465,Jeb Bush,0.5143,yes,0.7171,Negative,0.7171,Immigration,0.5143,,srrabon_,,21,,,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",,06/08/2015 20:24,6.29E+17,,
9466,No candidate mentioned,0.4656,yes,0.6824,Negative,0.3647,None of the above,0.4656,,HPinDSM,,0,,,"#GOPDebates : better than the Phantom Menace, but worse than Revenge of the Sith.",,06/08/2015 20:24,6.29E+17,"Des Moines, Iowa",Central Time (US & Canada)
9467,Jeb Bush,0.4311,yes,0.6566,Positive,0.3333,None of the above,0.4311,,NoShameNMyAnger,,0,,,Vote for me: Its the greatest time to be alive and I dont know when the primary is - Jeb Bush #GOPDebates,,06/08/2015 20:24,6.29E+17,TX,Pacific Time (US & Canada)
9468,No candidate mentioned,1,yes,1,Neutral,0.6778,Religion,0.6563,,itsWanda,,14,,,RT @monaeltahawy: TwitterLand: has God spoken to you about the #GOPDebates? What did she say?,,06/08/2015 20:24,6.29E+17,far left coast,Pacific Time (US & Canada)
9469,No candidate mentioned,0.4393,yes,0.6628,Negative,0.6628,None of the above,0.2312,,glenda_burke,,64,,,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",,06/08/2015 20:24,6.29E+17,America,Atlantic Time (Canada)
9470,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,BballFutures1,,155,,,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,,06/08/2015 20:24,6.29E+17,,
9471,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.6801,,MGernonA,,64,,,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",,06/08/2015 20:24,6.29E+17,,
9472,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,WisdomWithTime,,157,,,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",,06/08/2015 20:24,6.29E+17,,Quito
9473,No candidate mentioned,1,yes,1,Negative,0.6778,Racial issues,0.6778,,ToddSayland,,14,,,RT @monaeltahawy: TwitterLand: has God spoken to you about the #GOPDebates? What did she say?,,06/08/2015 20:24,6.29E+17,"Fort Lauderdale, FL",Eastern Time (US & Canada)
9474,,0.2255,yes,0.6566,Neutral,0.6566,,0.2255,,lcbaleme,,8,,,"RT @PBoylen: @ScottWalker Russia &amp; China know more about Hillary Clinton's emails than our own Congress! Boom!
#RedNationRaising #GOPDebates",,06/08/2015 20:24,6.29E+17,"Seattle / Tacoma, Washington",Pacific Time (US & Canada)
9475,Donald Trump,1,yes,1,Positive,0.6759,None of the above,1,,Rictracee,,0,,,Yassssss #DonaldTrump is doing it up... He answers the questions the way he wants to. #FOXNEWSDEBATE #GopDebates,,06/08/2015 20:24,6.29E+17,Florida,Eastern Time (US & Canada)
9476,No candidate mentioned,0.6556,yes,1,Negative,0.6667,FOX News or Moderators,0.6556,,LemonMeringue19,,0,,,Funny to see Megyn pretend to stick up for women (vs Trump) while championing the party that hates woman every single day. #GOPDebates,,06/08/2015 20:24,6.29E+17,"Kansas, USA",Pacific Time (US & Canada)
9477,No candidate mentioned,1,yes,1,Negative,0.676,None of the above,1,,SallySkello,,47,,,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",,06/08/2015 20:24,6.29E+17,,
9478,No candidate mentioned,1,yes,1,Neutral,0.6939,Religion,1,,JonathanFarrel7,,0,,,"JonathanFarrel7: luciabrawley: What is the Christian litmus test? Let's refer to the Constitution, shall we? #GOPDebates #FirstAmendment #F…",,06/08/2015 20:24,6.29E+17,UK,Dublin
9479,Jeb Bush,1,yes,1,Positive,0.6778,None of the above,0.6667,,MaroonedInMarin,,21,,,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",,06/08/2015 20:24,6.29E+17,"FFX County, VA",Eastern Time (US & Canada)
9480,Jeb Bush,1,yes,1,Negative,1,None of the above,1,,marchionorr,,18,,,"RT @SupermanHotMale: I lived here in Florida for 8 years under Jeb w bush and I swear, no more... #GopDebates",,06/08/2015 20:24,6.29E+17,Earth,America/Los_Angeles
9481,Donald Trump,0.4302,yes,0.6559,Negative,0.6559,Jobs and Economy,0.2257,,ChrisJeter,,11,,,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer …",,06/08/2015 20:23,6.29E+17,"Millburn, NJ",Eastern Time (US & Canada)
9482,No candidate mentioned,1,yes,1,Positive,1,None of the above,1,,GeriRosman,,0,,,It has been so amazing tweeting w/all of you tonight for both #GOPDebates!! Grateful for you all &amp; look forward to all the fun ahead!,,06/08/2015 20:23,6.29E+17,"Charlotte, NC",Eastern Time (US & Canada)
9483,Donald Trump,1,yes,1,Neutral,1,None of the above,1,,JonathanRStrand,,0,,,@realDonaldTrump was almost cordial with Dr Carson and those 8 insurance salesmen. #GOPdebates,,06/08/2015 20:23,6.29E+17,Las Vegas,Pacific Time (US & Canada)
9484,Jeb Bush,1,yes,1,Negative,0.6703,None of the above,0.6703,,musicmantl,,21,,,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",,06/08/2015 20:23,6.29E+17,,Pacific Time (US & Canada)
9485,Donald Trump,1,yes,1,Negative,0.7215,None of the above,1,,Reid_CO,,3,,,RT @tmservo433: Prediction: Donald Trump goes up in post debate polls. Because he looks no crazier than anyone else and more entertaining #…,,06/08/2015 20:23,6.29E+17,"ÜT: 39.763427,-104.849687",Central Time (US & Canada)
9486,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,Sen_Beauregard,,157,,,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",,06/08/2015 20:23,6.29E+17,"Charleston, South Carolina",Pacific Time (US & Canada)
9487,Donald Trump,1,yes,1,Positive,1,None of the above,1,,QuasiDoc_MSPhD,,1,,,RT @fergie_spuds: Trump and Ben Carson stood out #GopDebates,,06/08/2015 20:23,6.29E+17,Florida,Eastern Time (US & Canada)
9488,No candidate mentioned,1,yes,1,Negative,0.6552,Religion,1,,casious1964,,0,,,So God it it wrong 16 times #GOPDebates if all were told God told them to run !!,,06/08/2015 20:23,6.29E+17,vancouver ,
9489,No candidate mentioned,1,yes,1,Negative,0.6559,FOX News or Moderators,1,,MentonGini,,155,,,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,,06/08/2015 20:23,6.29E+17,,
9490,No candidate mentioned,1,yes,1,Positive,0.6932,None of the above,1,,Wilberforce91,,0,,,Well that was a blast. A strong field in both #GOPDebates. Going to be a fun campaign season!,,06/08/2015 20:23,6.29E+17,North Carolina,Eastern Time (US & Canada)
9491,Scott Walker,1,yes,1,Negative,0.6867,Religion,0.6518,,LFCMadison,,9,,,RT @NateMJensen: Walker: God is cutting the UW budget. Talk to him. #GOPdebates,,06/08/2015 20:23,6.29E+17,"Madison, WI",
9492,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,0.6667,,lheinkel,,64,,,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",,06/08/2015 20:23,6.29E+17,#TGDN,Central Time (US & Canada)
9493,Donald Trump,1,yes,1,Negative,0.7045,FOX News or Moderators,0.625,,BrendanKKirby,,0,,,"Lots still searching for @realDonaldTrump on Google http://t.co/AkcODbzESt
 but FOX focus group suggests trouble for the tycoon. #GOPdebates",,06/08/2015 20:23,6.29E+17,"Mobile, AL",Central Time (US & Canada)
9494,John Kasich,1,yes,1,Positive,1,None of the above,1,,SherriTerrell,,0,,,If I had to vote Republican (God forbid) #JohnKasich would have my vote. #RepublicanDebate #FoxNews #GOPdebates,,06/08/2015 20:23,6.29E+17,,Pacific Time (US & Canada)
9495,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,ebarnett1970,,132,,,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,,06/08/2015 20:23,6.29E+17,,
9496,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,Pat_P_B,,132,,,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,,06/08/2015 20:23,6.29E+17,Near You,Central Time (US & Canada)
9497,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.6374,,Dave_Els,,64,,,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",,06/08/2015 20:23,6.29E+17,,Quito
9498,Jeb Bush,1,yes,1,Negative,0.357,Immigration,0.6983,,robk892,,21,,,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",,06/08/2015 20:22,6.29E+17,,
9499,Jeb Bush,1,yes,1,Neutral,1,FOX News or Moderators,1,,ClaytonHowerton,,153,,,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,,06/08/2015 20:22,6.29E+17,,Arizona
9500,No candidate mentioned,1,yes,1,Negative,0.6628,FOX News or Moderators,0.6628,,PSimolo,,64,,,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",,06/08/2015 20:22,6.29E+17,"Phoenix, AZ",
9501,,0.2235,yes,0.3371,Neutral,0.3371,,0.2235,,IAMDIGITALENT,,0,,,“Are We Being Punkd?” Twitter Has A Field Day With Round 1 Of The #GOPDebates http://t.co/SG8tYHoaey,,06/08/2015 20:22,6.29E+17,iamdigitalent.com,
9502,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,lisanfergus,,2,,,"RT @nolatab88: ""@SupermanHotMale: This #GopDebates makes me realize we have to raise the standards of who we let our kids listen to."" I agr…",,06/08/2015 20:22,6.29E+17,right here,Quito
